order_id,date,year,month,weekday,item,category,quantity,unit_price,total_revenue,unit_cost,total_cost,total_profit,payment_method,waiter,channel
2278,2024-07-24,2024,7,2,Steak,Main,2,85.5,171.0,49.59,99.18,71.82,Cash,Carla,Delivery
2279,2024-11-05,2024,11,1,Dessert,Dessert,3,20.69,62.07,8.69,26.07,36.0,Credit Card,Diego,Dine-in
2280,2024-05-22,2024,5,2,Dessert,Dessert,3,23.07,69.21,9.69,29.07,40.14,Cash,Eduarda,Dine-in
2281,2024-08-28,2024,8,2,Pasta,Main,2,59.61,119.22,31.0,62.0,57.22,Credit Card,Carla,Takeaway
2282,2024-01-17,2024,1,2,Beer,Drink,2,15.22,30.44,6.85,13.7,16.74,Pix,Ana,Delivery
2283,2024-08-08,2024,8,3,Dessert,Dessert,3,19.25,57.75,8.08,24.24,33.51,Credit Card,Ana,Dine-in
2284,2024-01-12,2024,1,4,Fries,Side,1,23.25,23.25,9.3,9.3,13.95,Debit Card,Carla,Takeaway
2285,2024-03-31,2024,3,6,Pizza,Main,3,55.54,166.62,27.77,83.31,83.31,Credit Card,Ana,Delivery
2286,2024-07-26,2024,7,4,Pizza,Main,3,53.96,161.88,26.98,80.94,80.94,Debit Card,Diego,Delivery
2287,2024-09-25,2024,9,2,Salad,Starter,2,28.7,57.4,12.91,25.82,31.58,Debit Card,Bruno,Dine-in
2288,2024-02-17,2024,2,5,Fries,Side,1,20.26,20.26,8.1,8.1,12.16,Debit Card,Carla,Dine-in
2289,2024-04-11,2024,4,3,Steak,Main,4,73.86,295.44,42.84,171.36,124.08,Pix,Diego,Delivery
2290,2024-10-01,2024,10,1,Pasta,Main,3,57.57,172.71,29.94,89.82,82.89,Pix,Carla,Takeaway
2291,2024-10-19,2024,10,5,Fries,Side,2,19.56,39.12,7.82,15.64,23.48,Cash,Eduarda,Takeaway
2292,2024-04-11,2024,4,3,Pizza,Main,1,56.11,56.11,28.05,28.05,28.06,Credit Card,Carla,Takeaway
2293,2024-06-11,2024,6,1,Burger,Main,2,43.21,86.42,23.77,47.54,38.88,Credit Card,Diego,Dine-in
2294,2024-09-12,2024,9,3,Steak,Main,4,72.77,291.08,42.21,168.84,122.24,Cash,Diego,Delivery
2295,2024-09-23,2024,9,0,Burger,Main,4,30.92,123.68,17.01,68.04,55.64,Pix,Bruno,Takeaway
2296,2024-08-18,2024,8,6,Beer,Drink,1,20.13,20.13,9.06,9.06,11.07,Cash,Ana,Dine-in
2297,2024-04-06,2024,4,5,Fries,Side,2,16.8,33.6,6.72,13.44,20.16,Credit Card,Eduarda,Delivery
2298,2024-04-20,2024,4,5,Steak,Main,2,119.72,239.44,69.44,138.88,100.56,Credit Card,Bruno,Takeaway
2299,2024-10-22,2024,10,1,Burger,Main,6,34.68,208.08,19.07,114.42,93.66,Debit Card,Carla,Dine-in
2300,2024-06-03,2024,6,0,Sushi,Main,4,84.06,336.24,50.44,201.76,134.48,Cash,Diego,Takeaway
2301,2024-08-21,2024,8,2,Fries,Side,3,23.23,69.69,9.29,27.87,41.82,Pix,Carla,Delivery
2302,2024-10-04,2024,10,4,Fries,Side,3,18.76,56.28,7.5,22.5,33.78,Debit Card,Ana,Dine-in
2303,2024-08-22,2024,8,3,Fries,Side,2,20.83,41.66,8.33,16.66,25.0,Debit Card,Bruno,Takeaway
2304,2024-10-31,2024,10,3,Pasta,Main,3,63.11,189.33,32.82,98.46,90.87,Pix,Diego,Delivery
2305,2024-12-03,2024,12,1,Fries,Side,2,20.48,40.96,8.19,16.38,24.58,Debit Card,Eduarda,Dine-in
2306,2024-02-14,2024,2,2,Pizza,Main,1,60.51,60.51,30.25,30.25,30.26,Cash,Ana,Takeaway
2307,2024-07-29,2024,7,0,Pizza,Main,1,62.65,62.65,31.32,31.32,31.33,Pix,Eduarda,Takeaway
2308,2024-02-21,2024,2,2,Dessert,Dessert,4,29.52,118.08,12.4,49.6,68.48,Cash,Carla,Delivery
2309,2024-04-18,2024,4,3,Salad,Starter,4,32.76,131.04,14.74,58.96,72.08,Pix,Eduarda,Delivery
2310,2024-02-28,2024,2,2,Salad,Starter,1,25.85,25.85,11.63,11.63,14.22,Pix,Ana,Delivery
2311,2024-08-25,2024,8,6,Fries,Side,1,24.78,24.78,9.91,9.91,14.87,Pix,Ana,Delivery
2312,2024-04-24,2024,4,2,Soda,Drink,1,8.51,8.51,2.98,2.98,5.53,Debit Card,Carla,Takeaway
2313,2024-05-15,2024,5,2,Sushi,Main,2,66.19,132.38,39.71,79.42,52.96,Pix,Bruno,Dine-in
2314,2024-07-31,2024,7,2,Burger,Main,1,35.6,35.6,19.58,19.58,16.02,Cash,Ana,Dine-in
2315,2024-07-10,2024,7,2,Soda,Drink,3,11.16,33.48,3.91,11.73,21.75,Debit Card,Carla,Dine-in
2316,2024-10-19,2024,10,5,Fries,Side,2,26.12,52.24,10.45,20.9,31.34,Credit Card,Eduarda,Delivery
2317,2024-04-08,2024,4,0,Beer,Drink,2,21.8,43.6,9.81,19.62,23.98,Pix,Ana,Takeaway
2318,2024-08-07,2024,8,2,Pasta,Main,5,56.87,284.35,29.57,147.85,136.5,Pix,Bruno,Delivery
2319,2024-06-11,2024,6,1,Soda,Drink,1,10.26,10.26,3.59,3.59,6.67,Credit Card,Diego,Dine-in
2320,2024-02-20,2024,2,1,Pasta,Main,5,49.57,247.85,25.78,128.9,118.95,Cash,Eduarda,Delivery
2321,2024-11-17,2024,11,6,Sushi,Main,1,76.11,76.11,45.67,45.67,30.44,Credit Card,Carla,Dine-in
2322,2024-02-17,2024,2,5,Pizza,Main,3,55.46,166.38,27.73,83.19,83.19,Cash,Diego,Dine-in
2323,2024-11-17,2024,11,6,Beer,Drink,2,13.84,27.68,6.23,12.46,15.22,Credit Card,Ana,Takeaway
2324,2024-12-28,2024,12,5,Soda,Drink,3,12.52,37.56,4.38,13.14,24.42,Cash,Eduarda,Delivery
2325,2024-01-13,2024,1,5,Pasta,Main,1,54.36,54.36,28.27,28.27,26.09,Pix,Carla,Dine-in
2326,2024-05-02,2024,5,3,Salad,Starter,2,34.98,69.96,15.74,31.48,38.48,Debit Card,Bruno,Takeaway
2327,2024-05-05,2024,5,6,Fries,Side,1,15.61,15.61,6.24,6.24,9.37,Debit Card,Ana,Delivery
2328,2024-02-12,2024,2,0,Pasta,Main,3,49.38,148.14,25.68,77.04,71.1,Cash,Eduarda,Dine-in
2329,2024-02-26,2024,2,0,Dessert,Dessert,3,26.78,80.34,11.25,33.75,46.59,Cash,Ana,Dine-in
2330,2024-05-24,2024,5,4,Sushi,Main,1,64.98,64.98,38.99,38.99,25.99,Credit Card,Ana,Dine-in
2331,2024-09-10,2024,9,1,Steak,Main,1,105.4,105.4,61.13,61.13,44.27,Credit Card,Diego,Dine-in
2332,2024-09-08,2024,9,6,Burger,Main,1,40.93,40.93,22.51,22.51,18.42,Pix,Ana,Delivery
2333,2024-11-16,2024,11,5,Pizza,Main,1,53.59,53.59,26.8,26.8,26.79,Credit Card,Diego,Delivery
2334,2024-06-09,2024,6,6,Dessert,Dessert,5,24.27,121.35,10.19,50.95,70.4,Credit Card,Bruno,Delivery
2335,2024-01-06,2024,1,5,Pasta,Main,1,44.58,44.58,23.18,23.18,21.4,Cash,Ana,Delivery
2336,2024-06-26,2024,6,2,Dessert,Dessert,2,22.31,44.62,9.37,18.74,25.88,Cash,Bruno,Takeaway
2337,2024-05-10,2024,5,4,Pizza,Main,2,58.05,116.1,29.02,58.04,58.06,Credit Card,Eduarda,Dine-in
2338,2024-10-01,2024,10,1,Burger,Main,1,37.72,37.72,20.75,20.75,16.97,Credit Card,Bruno,Delivery
2339,2024-02-28,2024,2,2,Salad,Starter,3,23.34,70.02,10.5,31.5,38.52,Cash,Carla,Dine-in
2340,2024-04-22,2024,4,0,Pizza,Main,4,72.13,288.52,36.06,144.24,144.28,Credit Card,Carla,Delivery
2341,2024-09-03,2024,9,1,Salad,Starter,5,30.21,151.05,13.59,67.95,83.1,Cash,Carla,Takeaway
2342,2024-10-09,2024,10,2,Sushi,Main,1,92.46,92.46,55.48,55.48,36.98,Pix,Diego,Delivery
2343,2024-09-19,2024,9,3,Fries,Side,4,18.67,74.68,7.47,29.88,44.8,Credit Card,Carla,Dine-in
2344,2024-04-11,2024,4,3,Sushi,Main,1,66.55,66.55,39.93,39.93,26.62,Pix,Ana,Takeaway
2345,2024-10-27,2024,10,6,Sushi,Main,1,73.61,73.61,44.17,44.17,29.44,Credit Card,Bruno,Takeaway
2346,2024-09-06,2024,9,4,Fries,Side,2,23.29,46.58,9.32,18.64,27.94,Pix,Diego,Takeaway
2347,2024-05-19,2024,5,6,Steak,Main,3,112.63,337.89,65.33,195.99,141.9,Cash,Eduarda,Delivery
2348,2024-08-07,2024,8,2,Salad,Starter,2,35.12,70.24,15.8,31.6,38.64,Debit Card,Carla,Takeaway
2349,2024-02-02,2024,2,4,Dessert,Dessert,2,29.52,59.04,12.4,24.8,34.24,Credit Card,Ana,Takeaway
2350,2024-05-09,2024,5,3,Beer,Drink,4,20.67,82.68,9.3,37.2,45.48,Pix,Carla,Takeaway
2351,2024-11-26,2024,11,1,Soda,Drink,3,9.49,28.47,3.32,9.96,18.51,Debit Card,Diego,Dine-in
2352,2024-02-28,2024,2,2,Pasta,Main,3,53.51,160.53,27.83,83.49,77.04,Debit Card,Diego,Dine-in
2353,2024-07-02,2024,7,1,Salad,Starter,4,36.39,145.56,16.38,65.52,80.04,Cash,Bruno,Takeaway
2354,2024-07-09,2024,7,1,Steak,Main,2,87.65,175.3,50.84,101.68,73.62,Credit Card,Carla,Dine-in
2355,2024-01-05,2024,1,4,Steak,Main,2,108.47,216.94,62.91,125.82,91.12,Cash,Carla,Dine-in
2356,2024-08-26,2024,8,0,Beer,Drink,3,19.86,59.58,8.94,26.82,32.76,Debit Card,Bruno,Takeaway
2357,2024-02-03,2024,2,5,Fries,Side,5,17.98,89.9,7.19,35.95,53.95,Debit Card,Eduarda,Dine-in
2358,2024-09-26,2024,9,3,Salad,Starter,1,34.05,34.05,15.32,15.32,18.73,Cash,Eduarda,Delivery
2359,2024-11-07,2024,11,3,Pizza,Main,1,76.08,76.08,38.04,38.04,38.04,Pix,Diego,Delivery
2360,2024-06-12,2024,6,2,Salad,Starter,3,26.11,78.33,11.75,35.25,43.08,Credit Card,Ana,Delivery
2361,2024-09-12,2024,9,3,Burger,Main,2,29.75,59.5,16.36,32.72,26.78,Debit Card,Diego,Dine-in
2362,2024-03-04,2024,3,0,Dessert,Dessert,3,24.76,74.28,10.4,31.2,43.08,Credit Card,Eduarda,Delivery
2363,2024-10-29,2024,10,1,Fries,Side,4,21.85,87.4,8.74,34.96,52.44,Credit Card,Eduarda,Dine-in
2364,2024-05-25,2024,5,5,Burger,Main,1,29.01,29.01,15.96,15.96,13.05,Cash,Diego,Delivery
2365,2024-03-08,2024,3,4,Fries,Side,1,19.9,19.9,7.96,7.96,11.94,Cash,Eduarda,Takeaway
2366,2024-01-21,2024,1,6,Steak,Main,2,103.25,206.5,59.88,119.76,86.74,Cash,Ana,Delivery
2367,2024-02-18,2024,2,6,Fries,Side,1,16.85,16.85,6.74,6.74,10.11,Debit Card,Carla,Delivery
2368,2024-06-26,2024,6,2,Fries,Side,1,21.14,21.14,8.46,8.46,12.68,Cash,Eduarda,Delivery
2369,2024-09-09,2024,9,0,Beer,Drink,2,14.33,28.66,6.45,12.9,15.76,Cash,Diego,Delivery
2370,2024-12-22,2024,12,6,Dessert,Dessert,1,25.46,25.46,10.69,10.69,14.77,Pix,Ana,Delivery
2371,2024-11-12,2024,11,1,Pizza,Main,2,67.32,134.64,33.66,67.32,67.32,Cash,Bruno,Dine-in
2372,2024-01-06,2024,1,5,Pasta,Main,2,58.41,116.82,30.37,60.74,56.08,Cash,Carla,Takeaway
2373,2024-08-11,2024,8,6,Salad,Starter,3,36.02,108.06,16.21,48.63,59.43,Credit Card,Ana,Dine-in
2374,2024-07-07,2024,7,6,Soda,Drink,2,11.78,23.56,4.12,8.24,15.32,Cash,Ana,Delivery
2375,2024-01-23,2024,1,1,Pizza,Main,1,53.99,53.99,27.0,27.0,26.99,Cash,Carla,Dine-in
2376,2024-05-15,2024,5,2,Steak,Main,1,108.03,108.03,62.66,62.66,45.37,Pix,Carla,Takeaway
2377,2024-03-28,2024,3,3,Pasta,Main,1,54.77,54.77,28.48,28.48,26.29,Pix,Ana,Dine-in
2378,2024-06-12,2024,6,2,Pasta,Main,2,44.78,89.56,23.29,46.58,42.98,Pix,Diego,Takeaway
2379,2024-03-03,2024,3,6,Soda,Drink,2,12.05,24.1,4.22,8.44,15.66,Credit Card,Eduarda,Delivery
2380,2024-12-04,2024,12,2,Dessert,Dessert,1,25.12,25.12,10.55,10.55,14.57,Debit Card,Carla,Takeaway
2381,2024-09-04,2024,9,2,Salad,Starter,2,25.79,51.58,11.61,23.22,28.36,Cash,Carla,Delivery
2382,2024-12-30,2024,12,0,Pizza,Main,3,76.83,230.49,38.41,115.23,115.26,Debit Card,Eduarda,Dine-in
2383,2024-12-03,2024,12,1,Salad,Starter,6,33.9,203.4,15.25,91.5,111.9,Cash,Ana,Delivery
2384,2024-01-31,2024,1,2,Salad,Starter,2,28.24,56.48,12.71,25.42,31.06,Cash,Bruno,Delivery
2385,2024-07-16,2024,7,1,Salad,Starter,4,35.41,141.64,15.93,63.72,77.92,Pix,Ana,Delivery
2386,2024-04-16,2024,4,1,Beer,Drink,3,13.43,40.29,6.04,18.12,22.17,Debit Card,Carla,Takeaway
2387,2024-08-20,2024,8,1,Pasta,Main,1,54.36,54.36,28.27,28.27,26.09,Cash,Bruno,Dine-in
2388,2024-07-05,2024,7,4,Fries,Side,1,17.55,17.55,7.02,7.02,10.53,Pix,Eduarda,Takeaway
2389,2024-04-13,2024,4,5,Fries,Side,1,19.06,19.06,7.62,7.62,11.44,Credit Card,Ana,Delivery
2390,2024-08-04,2024,8,6,Pasta,Main,1,47.84,47.84,24.88,24.88,22.96,Debit Card,Eduarda,Takeaway
2391,2024-02-22,2024,2,3,Pasta,Main,3,48.77,146.31,25.36,76.08,70.23,Pix,Ana,Takeaway
2392,2024-02-26,2024,2,0,Salad,Starter,4,29.08,116.32,13.09,52.36,63.96,Cash,Diego,Dine-in
2393,2024-05-16,2024,5,3,Burger,Main,2,30.12,60.24,16.57,33.14,27.1,Pix,Eduarda,Delivery
2394,2024-06-29,2024,6,5,Sushi,Main,1,79.83,79.83,47.9,47.9,31.93,Cash,Eduarda,Dine-in
2395,2024-06-30,2024,6,6,Fries,Side,1,22.86,22.86,9.14,9.14,13.72,Credit Card,Bruno,Delivery
2396,2024-09-14,2024,9,5,Fries,Side,3,20.81,62.43,8.32,24.96,37.47,Debit Card,Ana,Delivery
2397,2024-05-19,2024,5,6,Steak,Main,2,101.6,203.2,58.93,117.86,85.34,Cash,Ana,Takeaway
2398,2024-07-14,2024,7,6,Fries,Side,1,20.45,20.45,8.18,8.18,12.27,Credit Card,Carla,Dine-in
2399,2024-07-25,2024,7,3,Pasta,Main,1,62.47,62.47,32.48,32.48,29.99,Debit Card,Eduarda,Takeaway
2400,2024-09-09,2024,9,0,Soda,Drink,2,12.38,24.76,4.33,8.66,16.1,Pix,Ana,Takeaway
2401,2024-01-26,2024,1,4,Salad,Starter,2,27.89,55.78,12.55,25.1,30.68,Cash,Bruno,Dine-in
2402,2024-01-28,2024,1,6,Burger,Main,1,36.53,36.53,20.09,20.09,16.44,Debit Card,Bruno,Dine-in
2403,2024-09-29,2024,9,6,Pizza,Main,2,58.76,117.52,29.38,58.76,58.76,Debit Card,Bruno,Takeaway
2404,2024-12-24,2024,12,1,Fries,Side,1,17.75,17.75,7.1,7.1,10.65,Pix,Diego,Dine-in
2405,2024-04-22,2024,4,0,Sushi,Main,1,75.64,75.64,45.38,45.38,30.26,Pix,Bruno,Dine-in
2406,2024-04-14,2024,4,6,Steak,Main,5,119.74,598.7,69.45,347.25,251.45,Debit Card,Eduarda,Delivery
2407,2024-01-02,2024,1,1,Pizza,Main,3,60.17,180.51,30.09,90.27,90.24,Credit Card,Eduarda,Takeaway
2408,2024-11-14,2024,11,3,Dessert,Dessert,2,28.13,56.26,11.81,23.62,32.64,Debit Card,Bruno,Dine-in
2409,2024-06-10,2024,6,0,Pizza,Main,4,65.88,263.52,32.94,131.76,131.76,Credit Card,Bruno,Delivery
2410,2024-08-21,2024,8,2,Pasta,Main,1,41.37,41.37,21.51,21.51,19.86,Cash,Diego,Delivery
2411,2024-06-20,2024,6,3,Burger,Main,3,34.58,103.74,19.02,57.06,46.68,Credit Card,Carla,Dine-in
2412,2024-03-28,2024,3,3,Burger,Main,2,31.7,63.4,17.44,34.88,28.52,Debit Card,Diego,Takeaway
2413,2024-01-01,2024,1,0,Dessert,Dessert,3,19.61,58.83,8.24,24.72,34.11,Credit Card,Diego,Dine-in
2414,2024-01-24,2024,1,2,Burger,Main,2,33.15,66.3,18.23,36.46,29.84,Debit Card,Bruno,Takeaway
2415,2024-09-14,2024,9,5,Pasta,Main,1,57.33,57.33,29.81,29.81,27.52,Credit Card,Ana,Dine-in
2416,2024-06-04,2024,6,1,Steak,Main,2,88.58,177.16,51.38,102.76,74.4,Pix,Diego,Takeaway
2417,2024-06-28,2024,6,4,Soda,Drink,1,9.97,9.97,3.49,3.49,6.48,Debit Card,Diego,Delivery
2418,2024-07-05,2024,7,4,Dessert,Dessert,1,28.39,28.39,11.92,11.92,16.47,Cash,Carla,Delivery
2419,2024-12-29,2024,12,6,Steak,Main,3,109.01,327.03,63.23,189.69,137.34,Pix,Ana,Delivery
2420,2024-12-17,2024,12,1,Soda,Drink,3,11.79,35.37,4.13,12.39,22.98,Cash,Bruno,Delivery
2421,2024-04-22,2024,4,0,Pasta,Main,4,61.1,244.4,31.77,127.08,117.32,Debit Card,Diego,Dine-in
2422,2024-05-05,2024,5,6,Beer,Drink,1,16.88,16.88,7.6,7.6,9.28,Pix,Carla,Dine-in
2423,2024-02-15,2024,2,3,Salad,Starter,2,27.34,54.68,12.3,24.6,30.08,Pix,Ana,Delivery
2424,2024-11-16,2024,11,5,Soda,Drink,1,11.11,11.11,3.89,3.89,7.22,Pix,Eduarda,Dine-in
2425,2024-05-15,2024,5,2,Steak,Main,1,88.77,88.77,51.49,51.49,37.28,Debit Card,Diego,Takeaway
2426,2024-08-01,2024,8,3,Sushi,Main,2,62.01,124.02,37.21,74.42,49.6,Debit Card,Bruno,Dine-in
2427,2024-10-23,2024,10,2,Soda,Drink,1,12.51,12.51,4.38,4.38,8.13,Debit Card,Eduarda,Dine-in
2428,2024-08-09,2024,8,4,Dessert,Dessert,1,24.38,24.38,10.24,10.24,14.14,Debit Card,Carla,Dine-in
2429,2024-01-05,2024,1,4,Dessert,Dessert,2,23.83,47.66,10.01,20.02,27.64,Credit Card,Diego,Takeaway
2430,2024-03-17,2024,3,6,Soda,Drink,5,9.67,48.35,3.38,16.9,31.45,Debit Card,Eduarda,Takeaway
2431,2024-12-06,2024,12,4,Pasta,Main,1,47.63,47.63,24.77,24.77,22.86,Debit Card,Diego,Delivery
2432,2024-02-03,2024,2,5,Sushi,Main,3,64.47,193.41,38.68,116.04,77.37,Cash,Diego,Dine-in
2433,2024-04-21,2024,4,6,Sushi,Main,2,82.65,165.3,49.59,99.18,66.12,Cash,Ana,Delivery
2434,2024-06-05,2024,6,2,Burger,Main,1,32.77,32.77,18.02,18.02,14.75,Pix,Carla,Takeaway
2435,2024-01-01,2024,1,0,Burger,Main,1,32.28,32.28,17.75,17.75,14.53,Debit Card,Bruno,Delivery
2436,2024-05-25,2024,5,5,Soda,Drink,5,9.16,45.8,3.21,16.05,29.75,Credit Card,Ana,Takeaway
2437,2024-05-18,2024,5,5,Pasta,Main,3,42.78,128.34,22.25,66.75,61.59,Credit Card,Diego,Takeaway
2438,2024-02-11,2024,2,6,Sushi,Main,2,75.99,151.98,45.59,91.18,60.8,Credit Card,Ana,Delivery
2439,2024-06-30,2024,6,6,Salad,Starter,3,27.11,81.33,12.2,36.6,44.73,Pix,Diego,Delivery
2440,2024-02-20,2024,2,1,Sushi,Main,4,67.67,270.68,40.6,162.4,108.28,Debit Card,Eduarda,Delivery
2441,2024-03-29,2024,3,4,Beer,Drink,2,20.86,41.72,9.39,18.78,22.94,Pix,Carla,Takeaway
2442,2024-03-12,2024,3,1,Salad,Starter,3,32.17,96.51,14.48,43.44,53.07,Debit Card,Bruno,Delivery
2443,2024-10-10,2024,10,3,Salad,Starter,2,33.25,66.5,14.96,29.92,36.58,Debit Card,Carla,Dine-in
2444,2024-06-01,2024,6,5,Beer,Drink,2,12.43,24.86,5.59,11.18,13.68,Pix,Eduarda,Dine-in
2445,2024-07-11,2024,7,3,Fries,Side,2,17.59,35.18,7.04,14.08,21.1,Cash,Bruno,Takeaway
2446,2024-08-14,2024,8,2,Steak,Main,1,95.99,95.99,55.67,55.67,40.32,Debit Card,Diego,Delivery
2447,2024-08-06,2024,8,1,Dessert,Dessert,1,22.28,22.28,9.36,9.36,12.92,Pix,Diego,Delivery
2448,2024-01-15,2024,1,0,Soda,Drink,3,11.12,33.36,3.89,11.67,21.69,Cash,Diego,Dine-in
2449,2024-03-12,2024,3,1,Beer,Drink,2,22.0,44.0,9.9,19.8,24.2,Debit Card,Bruno,Takeaway
2450,2024-09-19,2024,9,3,Steak,Main,1,76.06,76.06,44.11,44.11,31.95,Credit Card,Eduarda,Takeaway
2451,2024-10-16,2024,10,2,Sushi,Main,4,78.48,313.92,47.09,188.36,125.56,Cash,Diego,Dine-in
2452,2024-07-25,2024,7,3,Burger,Main,1,33.83,33.83,18.61,18.61,15.22,Pix,Eduarda,Delivery
2453,2024-01-28,2024,1,6,Pizza,Main,3,46.27,138.81,23.14,69.42,69.39,Cash,Carla,Takeaway
2454,2024-02-24,2024,2,5,Steak,Main,1,109.89,109.89,63.74,63.74,46.15,Cash,Carla,Takeaway
2455,2024-09-03,2024,9,1,Steak,Main,1,122.6,122.6,71.11,71.11,51.49,Cash,Ana,Takeaway
2456,2024-10-26,2024,10,5,Soda,Drink,2,10.62,21.24,3.72,7.44,13.8,Cash,Bruno,Takeaway
2457,2024-03-14,2024,3,3,Soda,Drink,2,9.12,18.24,3.19,6.38,11.86,Pix,Bruno,Dine-in
2458,2024-12-11,2024,12,2,Pasta,Main,2,62.78,125.56,32.65,65.3,60.26,Debit Card,Carla,Takeaway
2459,2024-01-04,2024,1,3,Dessert,Dessert,2,28.64,57.28,12.03,24.06,33.22,Credit Card,Ana,Dine-in
2460,2024-01-01,2024,1,0,Pasta,Main,2,59.71,119.42,31.05,62.1,57.32,Cash,Eduarda,Dine-in
2461,2024-05-06,2024,5,0,Salad,Starter,3,24.96,74.88,11.23,33.69,41.19,Cash,Diego,Dine-in
2462,2024-09-15,2024,9,6,Dessert,Dessert,2,31.64,63.28,13.29,26.58,36.7,Pix,Ana,Dine-in
2463,2024-06-02,2024,6,6,Fries,Side,5,19.57,97.85,7.83,39.15,58.7,Pix,Bruno,Dine-in
2464,2024-10-06,2024,10,6,Sushi,Main,1,67.34,67.34,40.4,40.4,26.94,Pix,Eduarda,Dine-in
2465,2024-08-09,2024,8,4,Pasta,Main,1,45.68,45.68,23.75,23.75,21.93,Cash,Bruno,Dine-in
2466,2024-12-02,2024,12,0,Salad,Starter,4,27.32,109.28,12.29,49.16,60.12,Credit Card,Eduarda,Takeaway
2467,2024-12-24,2024,12,1,Soda,Drink,2,12.64,25.28,4.42,8.84,16.44,Credit Card,Diego,Delivery
2468,2024-05-28,2024,5,1,Sushi,Main,5,84.71,423.55,50.83,254.15,169.4,Cash,Eduarda,Delivery
2469,2024-07-07,2024,7,6,Sushi,Main,5,61.99,309.95,37.19,185.95,124.0,Pix,Diego,Takeaway
2470,2024-02-24,2024,2,5,Dessert,Dessert,2,25.46,50.92,10.69,21.38,29.54,Pix,Diego,Dine-in
2471,2024-01-15,2024,1,0,Sushi,Main,2,80.72,161.44,48.43,96.86,64.58,Pix,Ana,Takeaway
2472,2024-07-18,2024,7,3,Burger,Main,4,36.45,145.8,20.05,80.2,65.6,Debit Card,Ana,Takeaway
2473,2024-11-29,2024,11,4,Beer,Drink,3,17.27,51.81,7.77,23.31,28.5,Pix,Ana,Delivery
2474,2024-03-12,2024,3,1,Dessert,Dessert,3,18.47,55.41,7.76,23.28,32.13,Pix,Carla,Dine-in
2475,2024-03-22,2024,3,4,Steak,Main,3,114.26,342.78,66.27,198.81,143.97,Credit Card,Carla,Takeaway
2476,2024-09-25,2024,9,2,Fries,Side,3,20.19,60.57,8.08,24.24,36.33,Cash,Bruno,Takeaway
2477,2024-03-18,2024,3,0,Steak,Main,1,102.25,102.25,59.3,59.3,42.95,Debit Card,Diego,Takeaway
2478,2024-03-12,2024,3,1,Sushi,Main,2,79.19,158.38,47.51,95.02,63.36,Debit Card,Diego,Dine-in
2479,2024-11-26,2024,11,1,Dessert,Dessert,1,26.52,26.52,11.14,11.14,15.38,Pix,Diego,Takeaway
2480,2024-12-03,2024,12,1,Pasta,Main,4,60.88,243.52,31.66,126.64,116.88,Debit Card,Bruno,Takeaway
2481,2024-06-14,2024,6,4,Beer,Drink,2,16.87,33.74,7.59,15.18,18.56,Debit Card,Eduarda,Takeaway
2482,2024-07-25,2024,7,3,Pizza,Main,2,56.01,112.02,28.0,56.0,56.02,Cash,Ana,Takeaway
2483,2024-03-22,2024,3,4,Salad,Starter,1,30.32,30.32,13.64,13.64,16.68,Cash,Ana,Delivery
2484,2024-12-13,2024,12,4,Dessert,Dessert,3,20.12,60.36,8.45,25.35,35.01,Debit Card,Bruno,Takeaway
2485,2024-05-01,2024,5,2,Pizza,Main,2,63.63,127.26,31.82,63.64,63.62,Credit Card,Diego,Delivery
2486,2024-02-02,2024,2,4,Burger,Main,2,37.7,75.4,20.74,41.48,33.92,Debit Card,Ana,Dine-in
2487,2024-02-07,2024,2,2,Dessert,Dessert,1,21.73,21.73,9.13,9.13,12.6,Debit Card,Eduarda,Takeaway
2488,2024-01-16,2024,1,1,Pasta,Main,2,56.06,112.12,29.15,58.3,53.82,Debit Card,Ana,Takeaway
2489,2024-08-18,2024,8,6,Fries,Side,2,23.3,46.6,9.32,18.64,27.96,Credit Card,Eduarda,Takeaway
2490,2024-04-12,2024,4,4,Salad,Starter,1,22.8,22.8,10.26,10.26,12.54,Debit Card,Diego,Delivery
2491,2024-12-13,2024,12,4,Sushi,Main,3,83.23,249.69,49.94,149.82,99.87,Credit Card,Bruno,Takeaway
2492,2024-03-23,2024,3,5,Fries,Side,1,16.99,16.99,6.8,6.8,10.19,Credit Card,Ana,Takeaway
2493,2024-01-13,2024,1,5,Pizza,Main,1,55.0,55.0,27.5,27.5,27.5,Credit Card,Ana,Dine-in
2494,2024-01-03,2024,1,2,Steak,Main,2,98.42,196.84,57.08,114.16,82.68,Pix,Eduarda,Takeaway
2495,2024-02-06,2024,2,1,Steak,Main,1,77.28,77.28,44.82,44.82,32.46,Credit Card,Eduarda,Delivery
2496,2024-04-07,2024,4,6,Salad,Starter,3,28.23,84.69,12.7,38.1,46.59,Pix,Eduarda,Delivery
2497,2024-07-01,2024,7,0,Beer,Drink,1,18.01,18.01,8.1,8.1,9.91,Credit Card,Ana,Delivery
2498,2024-08-06,2024,8,1,Fries,Side,4,20.38,81.52,8.15,32.6,48.92,Cash,Eduarda,Dine-in
2499,2024-03-06,2024,3,2,Soda,Drink,1,9.04,9.04,3.16,3.16,5.88,Debit Card,Ana,Dine-in
2500,2024-09-12,2024,9,3,Salad,Starter,1,27.4,27.4,12.33,12.33,15.07,Cash,Eduarda,Takeaway
2501,2024-06-18,2024,6,1,Burger,Main,4,35.91,143.64,19.75,79.0,64.64,Credit Card,Carla,Delivery
